Placa,Chassi,Tipo,Ignição,HR Evento,HR Recebimento,Velocidade,Tensão,Sinal,Hodômetro,Endereço,Lat/Long
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:43,24/07/2025 02:43,12,14.02v,10,8043745,"PR-483, Francisco Beltrão - PR","-26.079021, -53.070164"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:43,24/07/2025 02:43,16,14.02v,10,8043761,"PR-483, Francisco Beltrão - PR","-26.07888, -53.07021"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:43,24/07/2025 02:43,7,14.02v,10,8043840,"Avenida Duque de Caxias, Francisco Beltrão - PR","-26.078217, -53.07036"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:46,24/07/2025 02:46,6,13.06v,10,8043885,"Rua Vitorino, Francisco Beltrão - PR","-26.078028, -53.07039"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:46,24/07/2025 02:46,9,13.63v,10,8043899,"Avenida Duque de Caxias, Francisco Beltrão - PR","-26.078142, -53.070442"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:47,24/07/2025 02:47,100,14.03v,10,8044757,"PR-483, Francisco Beltrão - PR","-26.085796, -53.069225"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:47,24/07/2025 02:47,60,14.03v,10,8045402,"PR-483, Francisco Beltrão - PR","-26.089588, -53.064735"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:48,24/07/2025 02:48,81,14.02v,10,8046099,"Rua Silvino Antônio Bottin, Francisco Beltrão - PR","-26.093296, -53.05944"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:51,24/07/2025 02:51,36,14.02v,10,8050042,"PR-180, Marmeleiro - PR","-26.117825, -53.039066"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:51,24/07/2025 02:51,56,14.06v,10,8050528,"PR-180, Marmeleiro - PR","-26.121517, -53.037506"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:52,24/07/2025 02:52,75,14.05v,10,8051628,"PR-180, Marmeleiro - PR","-26.130222, -53.039925"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:55,24/07/2025 02:55,12,14.02v,10,8054274,"Avenida Macali, Marmeleiro - PR","-26.147991, -53.02378"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:55,24/07/2025 02:55,22,14.06v,10,8054300,"PR-180, Marmeleiro - PR","-26.148186, -53.023888"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:56,24/07/2025 02:56,13,13.91v,10,8054521,"PR-180, Marmeleiro - PR","-26.149483, -53.025486"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:57,24/07/2025 02:57,16,14.09v,10,8055024,"Rua Argentina - BR-280, Marmeleiro - PR","-26.153063, -53.02256"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 02:57,24/07/2025 02:57,22,14.09v,10,8055055,"Rua A - BR-280, Marmeleiro - PR","-26.153023, -53.02226"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 02:59,24/07/2025 02:59,124,14.06v,10,8057325,"BR-280, Marmeleiro - PR","-26.147022, -53.00035"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 02:59,24/07/2025 02:59,123,14.06v,10,8057395,"BR-280, Marmeleiro - PR","-26.146833, -52.99968"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 02:59,24/07/2025 02:59,117,14.04v,10,8057879,"BR-280, Marmeleiro - PR","-26.145458, -52.995132"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:00,24/07/2025 03:01,101,14.02v,255,8059698,"BR-280, Renascença - PR","-26.151287, -52.97838"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:02,24/07/2025 03:02,51,14.02v,10,8061399,"BR-280, Renascença - PR","-26.157122, -52.963146"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:03,24/07/2025 03:03,54,14.02v,10,8062470,"BR-280, Renascença - PR","-26.157747, -52.95308"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:04,24/07/2025 03:08,59,13.99v,10,8062985,"BR-280, Renascença - PR","-26.161512, -52.9503"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:04,24/07/2025 03:08,95,14.05v,10,8064174,"BR-280, Renascença - PR","-26.171095, -52.948566"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:07,24/07/2025 03:08,108,13.98v,255,8069028,"BR-280, Renascença - PR","-26.190077, -52.905594"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:10,24/07/2025 03:14,82,13.99v,255,8073383,"BR-280, Renascença - PR","-26.196568, -52.865437"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:11,24/07/2025 03:14,84,14.02v,255,8074352,"BR-280, Renascença - PR","-26.20324, -52.859653"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:12,24/07/2025 03:14,105,14.05v,255,8076048,"BR-280, Vitorino - PR","-26.205978, -52.843388"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:15,24/07/2025 03:15,102,14.06v,10,8081196,"BR-280, Vitorino - PR","-26.247112, -52.82202"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:16,24/07/2025 03:16,77,14.02v,10,8083318,"BR-280, Vitorino - PR","-26.258846, -52.806664"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:16,24/07/2025 03:16,79,14.02v,10,8083651,"BR-280, Vitorino - PR","-26.259651, -52.803623"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:16,24/07/2025 03:16,79,14.06v,10,8084160,"BR-280, Vitorino - PR","-26.262484, -52.800056"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:17,24/07/2025 03:17,28,12.99v,10,8085502,"BR-280, Vitorino - PR","-26.258654, -52.78834"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:18,24/07/2025 03:18,81,14.06v,10,8086150,"BR-280, Vitorino - PR","-26.255892, -52.782543"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:21,24/07/2025 03:22,107,14.06v,255,8090059,"BR-158, Pato Branco - PR","-26.262262, -52.74519"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:22,24/07/2025 03:22,121,14.05v,255,8090832,"BR-158, Pato Branco - PR","-26.266685, -52.73924"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:22,24/07/2025 03:22,122,14.02v,255,8090901,"BR-158, Pato Branco - PR","-26.26713, -52.73876"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:22,24/07/2025 03:22,118,14.02v,255,8091136,"BR-158, Pato Branco - PR","-26.268652, -52.737118"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:22,24/07/2025 03:22,120,14.05v,255,8091169,"BR-158, Pato Branco - PR","-26.26886, -52.73688"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:22,24/07/2025 03:22,119,14.05v,255,8091202,"BR-158, Pato Branco - PR","-26.26906, -52.736645"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:22,24/07/2025 03:22,120,14.02v,255,8091333,"BR-158, Pato Branco - PR","-26.269875, -52.7357"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:22,24/07/2025 03:22,116,14.02v,255,8091365,"BR-158, Pato Branco - PR","-26.270077, -52.73546"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:23,24/07/2025 03:23,97,14.06v,0,8092641,"BR-158, Pato Branco - PR","-26.272963, -52.724583"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:26,24/07/2025 03:26,80,14.06v,10,8096429,"Rodovia Manoel Lustosa Martins - BR-280, Pato Branco - PR","-26.268906, -52.687916"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:27,24/07/2025 03:27,90,14.09v,10,8097601,"BR-280, Pato Branco - PR","-26.276321, -52.679775"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:27,24/07/2025 03:27,126,14.09v,255,8098702,"BR-280, Pato Branco - PR","-26.284773, -52.674664"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:27,24/07/2025 03:27,133,14.06v,10,8098778,"BR-280, Pato Branco - PR","-26.285322, -52.674217"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:29,24/07/2025 03:35,144,14.05v,10,8104129,"BR-280, Mariópolis - PR","-26.311743, -52.631287"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:30,24/07/2025 03:35,108,14.05v,10,8104822,"BR-280, Mariópolis - PR","-26.313383, -52.624817"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:31,24/07/2025 03:35,124,14.09v,10,8105985,"BR-280, Mariópolis - PR","-26.310904, -52.613125"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:31,24/07/2025 03:35,127,14.09v,10,8106056,"BR-280, Mariópolis - PR","-26.310753, -52.61242"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:31,24/07/2025 03:35,118,14.05v,10,8106745,"BR-280, Mariópolis - PR","-26.31093, -52.605698"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:31,24/07/2025 03:35,122,14.09v,10,8106782,"BR-280, Mariópolis - PR","-26.310913, -52.60525"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:32,24/07/2025 03:35,117,14.05v,10,8108254,"BR-280, Mariópolis - PR","-26.321363, -52.59675"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:32,24/07/2025 03:35,123,14.05v,10,8108398,"BR-280, Mariópolis - PR","-26.322159, -52.59557"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:32,24/07/2025 03:35,123,14.09v,10,8108464,"BR-280, Mariópolis - PR","-26.322536, -52.59505"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:32,24/07/2025 03:35,119,14.08v,10,8109567,"BR-280, Mariópolis - PR","-26.32815, -52.585938"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:32,24/07/2025 03:35,122,14.09v,10,8109600,"BR-280, Mariópolis - PR","-26.328318, -52.58566"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:34,24/07/2025 03:35,147,14.05v,10,8113286,"BR-280, Mariópolis - PR","-26.337166, -52.552387"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:34,24/07/2025 03:35,83,14.05v,10,8114121,"BR-280, Mariópolis - PR","-26.344402, -52.55019"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:36,24/07/2025 03:37,116,14.09v,10,8116897,"BR-280, Mariópolis - PR","-26.365755, -52.536743"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:36,24/07/2025 03:37,126,14.09v,10,8116996,"BR-280, Mariópolis - PR","-26.36628, -52.535534"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:37,24/07/2025 03:37,127,14.12v,10,8117067,"BR-280, Mariópolis - PR","-26.36653, -52.534874"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:37,24/07/2025 03:37,118,14.09v,0,8117382,"BR-280, Mariópolis - PR","-26.367157, -52.53182"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:38,24/07/2025 03:38,125,14.06v,10,8119192,"BR-280, Mariópolis - PR","-26.37359, -52.51573"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:38,24/07/2025 03:38,126,14.01v,10,8119263,"BR-280, Mariópolis - PR","-26.373886, -52.5151"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:38,24/07/2025 03:38,116,14.06v,10,8119936,"BR-280, Clevelândia - PR","-26.37476, -52.508537"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:38,24/07/2025 03:38,123,14.09v,10,8120175,"BR-280, Clevelândia - PR","-26.37437, -52.506138"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:38,24/07/2025 03:38,127,14.02v,10,8120249,"BR-280, Clevelândia - PR","-26.374271, -52.50541"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:38,24/07/2025 03:38,119,14.09v,10,8120427,"BR-280, Clevelândia - PR","-26.374098, -52.50367"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:38,24/07/2025 03:38,122,14.1v,10,8120951,"BR-280, Clevelândia - PR","-26.373219, -52.498497"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:39,24/07/2025 03:39,121,14.09v,10,8121021,"BR-280, Clevelândia - PR","-26.373009, -52.497833"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:40,24/07/2025 03:40,118,14.09v,255,8124480,"BR-280, Clevelândia - PR","-26.375492, -52.46737"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:40,24/07/2025 03:56,121,14.09v,10,8124974,"BR-280, Clevelândia - PR","-26.377945, -52.463234"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:40,24/07/2025 03:56,125,14.09v,10,8125045,"BR-280, Clevelândia - PR","-26.378311, -52.46265"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:42,24/07/2025 03:56,131,14.1v,255,8129709,"BR-280, Clevelândia - PR","-26.39374, -52.420647"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:43,24/07/2025 03:56,114,14.12v,255,8131011,"BR-280, Clevelândia - PR","-26.390593, -52.40858"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:43,24/07/2025 03:56,114,14.12v,255,8131604,"BR-280, Clevelândia - PR","-26.389833, -52.402985"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:44,24/07/2025 03:56,120,14.12v,255,8132136,"BR-280, Clevelândia - PR","-26.392553, -52.39861"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:44,24/07/2025 03:56,122,14.12v,255,8132271,"BR-280, Clevelândia - PR","-26.393303, -52.39753"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:44,24/07/2025 03:56,111,14.09v,255,8134090,"BR-280, Clevelândia - PR","-26.403913, -52.383945"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:47,24/07/2025 03:56,89,14.12v,0,8136915,"Rodovia Manoel Lustosa Martins - BR-280, Clevelândia - PR","-26.426985, -52.379803"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:48,24/07/2025 03:56,125,14.11v,0,8138176,"Rodovia Manoel Lustosa Martins - BR-280, Clevelândia - PR","-26.429993, -52.3676"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:48,24/07/2025 03:56,129,14.05v,0,8138246,"Rodovia Manoel Lustosa Martins - BR-280, Clevelândia - PR","-26.43017, -52.366924"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:48,24/07/2025 03:56,109,14.12v,255,8140154,"Rodovia Manoel Lustosa Martins - BR-280, Clevelândia - PR","-26.434761, -52.34847"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:51,24/07/2025 03:56,86,14.19v,255,8144064,"BR-280, Clevelândia - PR","-26.43862, -52.30928"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:54,24/07/2025 03:56,98,14.12v,10,8148741,"BR-280, Clevelândia - PR","-26.461044, -52.27225"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 03:56,24/07/2025 03:56,106,14.12v,10,8150993,"PR-467, Abelardo Luz - SC","-26.457487, -52.251102"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:57,24/07/2025 04:07,120,14.16v,10,8152784,"PR-467, Abelardo Luz - SC","-26.464037, -52.234966"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:57,24/07/2025 04:07,118,14.16v,10,8152817,"PR-467, Abelardo Luz - SC","-26.464058, -52.23464"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:57,24/07/2025 04:07,120,14.14v,10,8152850,"PR-467, Abelardo Luz - SC","-26.46407, -52.234295"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 03:57,24/07/2025 04:07,121,14.12v,10,8152918,"PR-467, Abelardo Luz - SC","-26.4641, -52.233612"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 03:57,24/07/2025 04:07,118,14.12v,10,8153054,"PR-467, Abelardo Luz - SC","-26.464169, -52.23226"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 04:00,24/07/2025 04:07,101,14.11v,255,8157266,"BR-280, Clevelândia - PR","-26.456612, -52.19232"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:01,24/07/2025 04:07,122,14.12v,255,8159373,"BR-280, Clevelândia - PR","-26.463188, -52.172485"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:01,24/07/2025 04:07,121,14.11v,255,8159440,"BR-280, Clevelândia - PR","-26.463415, -52.171864"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:01,24/07/2025 04:07,118,14.11v,255,8159573,"BR-280, Clevelândia - PR","-26.463816, -52.17061"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:02,24/07/2025 04:07,120,14.12v,255,8160246,"BR-280, Clevelândia - PR","-26.465488, -52.16378"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:02,24/07/2025 04:07,122,14.12v,255,8160314,"BR-280, Clevelândia - PR","-26.465586, -52.163097"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:02,24/07/2025 04:07,114,14.12v,255,8161140,"BR-280, Palmas - PR","-26.467264, -52.155125"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 04:04,24/07/2025 04:07,98,14.12v,10,8165107,"BR-280, Palmas - PR","-26.477278, -52.119137"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:05,24/07/2025 04:07,121,14.12v,10,8166571,"BR-280, Palmas - PR","-26.475138, -52.104946"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:05,24/07/2025 04:07,121,14.12v,10,8166638,"BR-280, Palmas - PR","-26.475166, -52.104267"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:05,24/07/2025 04:07,118,14.16v,10,8166771,"BR-280, Palmas - PR","-26.475227, -52.102932"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:08,24/07/2025 04:08,123,14.16v,10,8172008,"BR-280, Palmas - PR","-26.486177, -52.05445"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:08,24/07/2025 04:08,123,14.16v,10,8172073,"BR-280, Palmas - PR","-26.486322, -52.0538"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:08,24/07/2025 04:08,117,14.15v,10,8172202,"BR-280, Palmas - PR","-26.486464, -52.052525"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 04:11,24/07/2025 04:11,53,14.1v,255,8176421,"Rodovia Manoel Lustosa Martins - BR-280, Palmas - PR","-26.491953, -52.01395"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 04:12,24/07/2025 04:12,10,14.15v,10,8176983,"Rodovia Manoel Lustosa Martins - BR-280, Palmas - PR","-26.494883, -52.009483"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 04:13,24/07/2025 04:13,5,14.16v,10,8177036,"Rodovia Manoel Lustosa Martins, Palmas - PR","-26.49486, -52.00902"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 04:13,24/07/2025 04:13,5,12.7v,10,8177063,"Rodovia Manoel Lustosa Martins - BR-280, Palmas - PR","-26.494703, -52.008953"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 04:16,24/07/2025 04:16,0,12.95v,10,8177079,"Rodovia Manoel Lustosa Martins, Palmas - PR","-26.494843, -52.008987"
TBI9A63,2180169507,IGNICAO_OFF,OFF,24/07/2025 04:17,24/07/2025 04:17,0,12.99v,10,8177079,"Rodovia Manoel Lustosa Martins, Palmas - PR","-26.494843, -52.008987"
TBI9A63,2180169507,IGNICAO_ON,ON,24/07/2025 04:28,24/07/2025 04:28,0,13.57v,10,8177079,"Rodovia Manoel Lustosa Martins, Palmas - PR","-26.494843, -52.008987"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 04:29,24/07/2025 04:29,81,14.02v,10,8177079,"Rodovia Manoel Lustosa Martins - BR-280, Palmas - PR","-26.499737, -52.003887"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:30,24/07/2025 04:32,120,14.16v,255,8180415,"Rodovia Manoel Lustosa Martins - BR-280, Palmas - PR","-26.515158, -51.98671"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:30,24/07/2025 04:32,120,14.16v,255,8180482,"Rodovia Manoel Lustosa Martins - BR-280, Palmas - PR","-26.515404, -51.98609"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:30,24/07/2025 04:32,118,14.16v,255,8180649,"BR-280, Palmas - PR","-26.51601, -51.984554"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:30,24/07/2025 04:32,121,14.16v,255,8180683,"BR-280, Palmas - PR","-26.516129, -51.984245"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:30,24/07/2025 04:32,118,14.16v,255,8180716,"BR-280, Palmas - PR","-26.516245, -51.98394"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 04:31,24/07/2025 04:32,114,14.16v,255,8181545,"BR-280, Palmas - PR","-26.521044, -51.978027"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:31,24/07/2025 04:32,121,14.16v,255,8181679,"BR-280, Palmas - PR","-26.522205, -51.977676"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:31,24/07/2025 04:32,121,14.12v,255,8181747,"BR-280, Palmas - PR","-26.522799, -51.977505"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:31,24/07/2025 04:32,115,14.16v,255,8181914,"BR-280, Palmas - PR","-26.524261, -51.977146"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:31,24/07/2025 04:32,122,14.17v,255,8182334,"BR-280, Palmas - PR","-26.52788, -51.97595"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:31,24/07/2025 04:32,118,14.16v,255,8182366,"BR-280, Palmas - PR","-26.528137, -51.975815"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:31,24/07/2025 04:32,121,14.16v,255,8182465,"BR-280, Palmas - PR","-26.528921, -51.975338"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:31,24/07/2025 04:32,122,14.12v,255,8182533,"BR-280, Palmas - PR","-26.52944, -51.974976"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:31,24/07/2025 04:32,116,14.16v,255,8182700,"BR-280, Palmas - PR","-26.530592, -51.9739"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:34,24/07/2025 05:31,123,14.16v,255,8187206,"BR-280, Palmas - PR","-26.555916, -51.940277"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:34,24/07/2025 05:31,127,14.16v,255,8187276,"BR-280, Palmas - PR","-26.556313, -51.93973"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:34,24/07/2025 05:31,119,14.16v,10,8188042,"BR-280, Palmas - PR","-26.560774, -51.93344"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:34,24/07/2025 05:31,120,14.16v,10,8188075,"BR-280, Palmas - PR","-26.560947, -51.93317"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:34,24/07/2025 05:31,117,14.14v,10,8188108,"BR-280, Palmas - PR","-26.561146, -51.932953"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:35,24/07/2025 05:31,121,14.16v,10,8189483,"BR-280, Palmas - PR","-26.568108, -51.92159"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:35,24/07/2025 05:31,121,14.16v,10,8189549,"BR-280, Palmas - PR","-26.568235, -51.920937"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:35,24/07/2025 05:31,118,14.12v,10,8189818,"BR-280, Palmas - PR","-26.568384, -51.91825"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:35,24/07/2025 05:31,123,14.16v,10,8190055,"BR-280, Palmas - PR","-26.567974, -51.915886"
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 04:35,24/07/2025 05:31,125,14.12v,10,8190127,"BR-280, Palmas - PR","-26.567753, -51.915207"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:36,24/07/2025 05:31,119,14.12v,10,8190492,"BR-280, Palmas - PR","-26.566103, -51.912064"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:36,24/07/2025 05:31,120,14.12v,10,8190525,"BR-280, Palmas - PR","-26.565973, -51.911762"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,24/07/2025 04:36,24/07/2025 05:31,119,14.13v,10,8190559,"BR-280, Palmas - PR","-26.565863, -51.91145"
