Placa,Chassi,Tipo,Ignição,HR Evento,HR Recebimento,Velocidade,Tensão,Sinal,Hodômetro,Endereço,Lat/Long
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:42,23/07/2025 02:44,116,14.05v,0,7128353,"Rodovia do Café - BR-376, Faxinal - PR","-24.0188, -51.09267"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 02:42,23/07/2025 02:44,124,14.16v,0,7128381,"Rodovia do Café - BR-376, Faxinal - PR","-24.018578, -51.092545"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 02:42,23/07/2025 02:44,113,14.15v,0,7128452,"Rodovia do Café - BR-376, Faxinal - PR","-24.01811, -51.092068"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:42,23/07/2025 02:44,89,14.12v,0,7129023,"Rodovia do Café - BR-376, Faxinal - PR","-24.013227, -51.091442"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:43,23/07/2025 02:44,68,14.16v,0,7129395,"Rodovia do Café - BR-376, Faxinal - PR","-24.006435, -51.088936"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 02:44,23/07/2025 02:44,124,14.14v,10,7130710,"Rodovia do Café - BR-376, Faxinal - PR","-24.000366, -51.085297"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 02:44,23/07/2025 02:44,121,14.09v,10,7130781,"Rodovia do Café - BR-376, Faxinal - PR","-24.000074, -51.08518"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 02:44,23/07/2025 02:44,110,14.16v,10,7131108,"Rodovia do Café - BR-376, Faxinal - PR","-23.997149, -51.0851"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:45,23/07/2025 02:45,73,14.01v,10,7132879,"Rodovia do Café - BR-376, Faxinal - PR","-23.98341, -51.08386"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:46,23/07/2025 02:46,68,14.13v,10,7134217,"Rodovia do Café - BR-376, Ortigueira - PR","-23.978336, -51.09348"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:46,23/07/2025 02:46,64,14.1v,10,7134418,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.978209, -51.095314"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:48,23/07/2025 02:48,86,14.16v,10,7137344,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.962088, -51.11472"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:49,23/07/2025 02:49,68,14.13v,10,7138892,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.949392, -51.115883"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:49,23/07/2025 02:49,58,14.13v,10,7139032,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.950006, -51.116882"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:49,23/07/2025 02:49,66,14.13v,10,7139268,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.9506, -51.118587"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:49,23/07/2025 02:49,70,14.16v,10,7139396,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.949682, -51.119102"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:50,23/07/2025 02:50,66,14.16v,10,7140391,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.94285, -51.12308"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:50,23/07/2025 02:50,76,14.13v,10,7140862,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.939322, -51.121048"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:51,23/07/2025 02:51,85,14.13v,10,7142177,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.9315, -51.13056"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:51,23/07/2025 02:51,93,14.13v,10,7142601,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.933687, -51.133972"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:52,23/07/2025 02:52,59,14.13v,10,7142756,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.934156, -51.135464"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:52,23/07/2025 02:52,71,14.13v,10,7143103,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.932966, -51.138092"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:52,23/07/2025 02:52,79,14.16v,10,7143233,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.934006, -51.13845"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:52,23/07/2025 02:52,56,14.13v,10,7143510,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.936014, -51.139015"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:52,23/07/2025 02:52,62,14.16v,10,7143671,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.935776, -51.140312"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:53,23/07/2025 02:53,74,14.15v,10,7143954,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.937254, -51.142525"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:53,23/07/2025 02:53,45,14.13v,10,7144266,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.938753, -51.143864"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:53,23/07/2025 02:53,57,14.16v,10,7144408,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.93772, -51.144363"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:53,23/07/2025 02:53,79,14.13v,10,7144842,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.934868, -51.145638"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:54,23/07/2025 02:54,94,14.13v,10,7146457,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.93427, -51.161083"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:55,23/07/2025 02:55,60,14.15v,10,7147240,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.936392, -51.16704"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:55,23/07/2025 02:55,98,14.16v,10,7147442,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.934587, -51.16717"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 02:57,23/07/2025 02:57,72,14.13v,10,7150865,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.91008, -51.186287"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:00,23/07/2025 03:00,107,14.16v,10,7153999,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.902813, -51.21559"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:00,23/07/2025 03:00,76,14.11v,10,7154918,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.903473, -51.22405"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:03,23/07/2025 03:03,93,14.13v,10,7159046,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.878778, -51.250343"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:04,23/07/2025 03:04,123,14.16v,10,7160262,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.869675, -51.25696"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:04,23/07/2025 03:04,120,14.13v,10,7160296,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.869158, -51.257336"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:04,23/07/2025 03:04,114,14.13v,10,7160363,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.868664, -51.257664"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:04,23/07/2025 03:04,129,14.13v,10,7160854,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.864815, -51.26013"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:04,23/07/2025 03:04,127,14.13v,10,7160930,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.864195, -51.26042"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:04,23/07/2025 03:04,104,14.13v,10,7161163,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.862288, -51.26103"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:05,23/07/2025 03:05,120,14.13v,10,7161539,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.859392, -51.259933"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:05,23/07/2025 03:05,114,14.15v,10,7161639,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.858595, -51.259476"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:05,23/07/2025 03:05,123,14.13v,10,7161894,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.85649, -51.25846"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:05,23/07/2025 03:05,126,14.13v,10,7161968,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.855886, -51.25818"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:05,23/07/2025 03:05,118,14.16v,10,7162211,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.853891, -51.2572"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:05,23/07/2025 03:05,123,14.13v,10,7162411,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.852156, -51.2567"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:05,23/07/2025 03:05,132,14.16v,10,7162485,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.851492, -51.256634"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:05,23/07/2025 03:05,117,14.13v,10,7162984,"Rodovia do Café - BR-376, Mauá da Serra - PR","-23.84703, -51.25608"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:05,23/07/2025 03:06,108,14.09v,10,7163464,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.84333, -51.257877"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:06,23/07/2025 03:06,120,14.14v,10,7164251,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.837322, -51.261612"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:06,23/07/2025 03:06,122,14.13v,10,7164319,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.836756, -51.261856"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:06,23/07/2025 03:06,118,14.14v,10,7164451,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.835665, -51.262363"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:06,23/07/2025 03:06,125,14.14v,10,7164619,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.834269, -51.262997"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:06,23/07/2025 03:06,129,14.16v,10,7164690,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.833681, -51.263275"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:06,23/07/2025 03:06,114,14.13v,10,7165222,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.82922, -51.265156"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:07,23/07/2025 03:07,123,14.13v,10,7166400,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.819118, -51.267113"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:07,23/07/2025 03:07,123,14.16v,10,7166469,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.818523, -51.26691"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:08,23/07/2025 03:08,112,14.15v,10,7167743,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.80751, -51.263474"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:11,23/07/2025 03:11,112,14.16v,10,7173122,"BR-376, Marilândia do Sul - PR","-23.760847, -51.27321"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:12,23/07/2025 03:12,104,14.13v,10,7176088,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.736822, -51.278496"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:14,23/07/2025 03:14,122,14.13v,10,7178302,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.724836, -51.295773"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:14,23/07/2025 03:14,122,14.15v,10,7178372,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.724504, -51.296364"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:14,23/07/2025 03:14,117,14.13v,10,7178987,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.721432, -51.301388"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:15,23/07/2025 03:15,122,14.16v,10,7181425,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.711294, -51.321423"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:15,23/07/2025 03:15,122,14.16v,10,7181493,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.710726, -51.32167"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:15,23/07/2025 03:16,118,14.13v,10,7181559,"Rodovia do Café - BR-376, Marilândia do Sul - PR","-23.710176, -51.32191"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:17,23/07/2025 03:17,96,14.13v,10,7183842,"Rodovia do Café - BR-376, Califórnia - PR","-23.69678, -51.337654"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:18,23/07/2025 03:18,125,14.16v,10,7184985,"Rodovia do Café - BR-376, Califórnia - PR","-23.690842, -51.34658"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:18,23/07/2025 03:18,125,14.16v,10,7185054,"Rodovia do Café - BR-376, Califórnia - PR","-23.690393, -51.347046"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:18,23/07/2025 03:18,115,14.16v,10,7185254,"Rodovia do Café - BR-376, Califórnia - PR","-23.68911, -51.34842"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:19,23/07/2025 03:19,120,14.09v,10,7187231,"Rodovia do Café - BR-376, Califórnia - PR","-23.67391, -51.355846"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:19,23/07/2025 03:19,120,14.13v,10,7187299,"Rodovia do Café - BR-376, Califórnia - PR","-23.673298, -51.355885"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:19,23/07/2025 03:19,101,14.13v,10,7187355,"Rodovia do Café - BR-376, Califórnia - PR","-23.672796, -51.355824"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:21,23/07/2025 03:21,20,14.16v,10,7188320,"Rodovia do Café - BR-376, Califórnia - PR","-23.665564, -51.36063"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:24,23/07/2025 03:24,99,14.16v,10,7190188,"Rodovia do Café - BR-376, Califórnia - PR","-23.655132, -51.374416"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:26,23/07/2025 03:27,123,14.16v,10,7192884,"Rodovia do Café - BR-376, Califórnia - PR","-23.632067, -51.37796"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:26,23/07/2025 03:27,125,14.16v,10,7192955,"Rodovia do Café - BR-376, Califórnia - PR","-23.631432, -51.377934"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:27,23/07/2025 03:27,111,14.16v,0,7193335,"Rodovia do Café - BR-376, Califórnia - PR","-23.628016, -51.377735"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:27,23/07/2025 03:27,104,14.16v,10,7193702,"Rodovia do Café - BR-376, Califórnia - PR","-23.625216, -51.37901"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:27,23/07/2025 03:27,123,14.13v,10,7194372,"Rodovia do Café - BR-376, Apucarana - PR","-23.623816, -51.385277"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:27,23/07/2025 03:27,122,14.14v,10,7194440,"Rodovia do Café - BR-376, Apucarana - PR","-23.623472, -51.38583"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:28,23/07/2025 03:28,106,14.13v,10,7195617,"Rodovia do Café - BR-376, Apucarana - PR","-23.617504, -51.39532"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:28,23/07/2025 03:28,122,14.09v,10,7195840,"Rodovia do Café - BR-376, Apucarana - PR","-23.615715, -51.396236"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:28,23/07/2025 03:28,126,14.13v,10,7195908,"Rodovia do Café - BR-376, Apucarana - PR","-23.615131, -51.396454"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:28,23/07/2025 03:28,119,14.13v,10,7196042,"Rodovia do Café - BR-376, Apucarana - PR","-23.613998, -51.396904"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:28,23/07/2025 03:28,119,14.13v,10,7196677,"Rodovia do Café - BR-376, Apucarana - PR","-23.609749, -51.40049"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:29,23/07/2025 03:29,64,14.16v,10,7197720,"Rodovia do Café - BR-376, Apucarana - PR","-23.605394, -51.40914"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:32,23/07/2025 03:32,83,14.16v,10,7201092,"Avenida Minas Gerais, Apucarana - PR","-23.578617, -51.42069"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:32,23/07/2025 03:32,91,14.16v,10,7201332,"Rodovia do Café - BR-376, Apucarana - PR","-23.579363, -51.423096"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:33,23/07/2025 03:33,77,14.13v,10,7202623,"Rodovia do Café - BR-376, Apucarana - PR","-23.581713, -51.433865"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:33,23/07/2025 03:33,56,14.09v,10,7203469,"Rodovia do Café - BR-376, Apucarana - PR","-23.580978, -51.44126"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:34,23/07/2025 03:34,98,14.16v,10,7204504,"Rodovia do Café - BR-376, Apucarana - PR","-23.583317, -51.450626"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:35,23/07/2025 03:35,103,14.16v,10,7205083,"Rodovia do Café - BR-376, Apucarana - PR","-23.582403, -51.45581"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:36,23/07/2025 03:36,94,14.13v,10,7207740,"Rodovia do Café - BR-376, Apucarana - PR","-23.587143, -51.480774"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:39,23/07/2025 03:39,54,14.16v,10,7211974,"Rodovia do Café - BR-376, Apucarana - PR","-23.567924, -51.514957"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:42,23/07/2025 03:42,93,14.16v,10,7215194,"BR-369, Apucarana - PR","-23.565607, -51.54424"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:45,23/07/2025 03:45,99,14.13v,10,7219878,"BR-369, Cambira - PR","-23.591335, -51.57593"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:46,23/07/2025 03:46,79,14.14v,10,7221151,"BR-369, Cambira - PR","-23.598066, -51.585556"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:47,23/07/2025 03:47,110,14.13v,10,7223020,"BR-369, Cambira - PR","-23.601154, -51.602135"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:50,23/07/2025 03:50,98,14.13v,10,7227114,"Rua Dourados, Jandaia do Sul - PR","-23.581326, -51.634598"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:50,23/07/2025 03:50,99,14.16v,10,7227255,"Rua Dourados, Jandaia do Sul - PR","-23.583307, -51.638176"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:50,23/07/2025 03:50,97,14.14v,10,7228419,"BR-376, Jandaia do Sul - PR","-23.588364, -51.64393"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:50,23/07/2025 03:50,82,14.13v,10,7228697,"BR-376, Jandaia do Sul - PR","-23.587212, -51.64617"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:52,23/07/2025 03:52,122,14.13v,10,7230621,"BR-376, Mandaguari - PR","-23.571993, -51.65379"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:52,23/07/2025 03:52,123,14.13v,10,7230690,"BR-376, Mandaguari - PR","-23.571388, -51.653896"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:52,23/07/2025 03:52,117,14.14v,10,7230893,"BR-376, Mandaguari - PR","-23.569288, -51.65427"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:52,23/07/2025 03:52,120,14.16v,10,7231255,"BR-376, Mandaguari - PR","-23.566433, -51.65506"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:52,23/07/2025 03:52,121,14.13v,10,7231323,"BR-376, Mandaguari - PR","-23.56565, -51.655575"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:52,23/07/2025 03:52,117,14.13v,10,7231455,"BR-376, Mandaguari - PR","-23.564936, -51.656143"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:54,23/07/2025 03:54,104,14.13v,10,7234208,"Rua José Sofia, Mandaguari - PR","-23.54954, -51.673416"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:54,23/07/2025 03:54,133,14.13v,10,7234823,"Estrada Cambota, Mandaguari - PR","-23.548958, -51.679134"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 03:54,23/07/2025 03:54,139,14.13v,10,7234898,"Estrada Cambota, Mandaguari - PR","-23.54888, -51.679867"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 03:55,23/07/2025 03:55,117,14.13v,10,7236857,"Estrada Promessa, Mandaguari - PR","-23.544321, -51.69812"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:57,23/07/2025 03:58,59,14.13v,255,7239692,",  - ","-23.52849, -51.719288"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 03:59,23/07/2025 04:01,57,14.09v,10,7241907,"BR-376, Mandaguari - PR","-23.50884, -51.718216"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:02,23/07/2025 04:02,84,14.16v,10,7246118,"BR-376, Marialva - PR","-23.501537, -51.758266"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:03,23/07/2025 04:03,95,14.13v,10,7247537,"BR-376, Marialva - PR","-23.500162, -51.771664"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:05,23/07/2025 04:05,112,14.13v,10,7250355,"BR-376, Marialva - PR","-23.50211, -51.798904"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:06,23/07/2025 04:06,86,14.15v,10,7252933,"BR-376, Marialva - PR","-23.488102, -51.818436"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:07,23/07/2025 04:07,75,14.16v,10,7253958,"BR-376, Marialva - PR","-23.4797, -51.822422"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:08,23/07/2025 04:08,91,14.13v,10,7255051,"Avenida Cristovão Colombo, Marialva - PR","-23.470737, -51.82054"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:11,23/07/2025 04:11,45,14.16v,10,7257712,"BR-376, Marialva - PR","-23.458042, -51.842373"
TBI9A63,2180169507,ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 04:11,23/07/2025 04:11,120,14.2v,10,7258568,"BR-376, Marialva - PR","-23.45393, -51.849464"
TBI9A63,2180169507,RFU_ENG,ON,23/07/2025 04:12,23/07/2025 04:12,126,14.16v,10,7258638,"BR-376, Marialva - PR","-23.453587, -51.850033"
TBI9A63,2180169507,FIM_ALERTA_DIRECAO_ACIMA_VELOCIDADE,ON,23/07/2025 04:12,23/07/2025 04:12,93,14.17v,10,7258739,"BR-376, Sarandi - PR","-23.452993, -51.851078"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:15,23/07/2025 04:15,58,14.13v,10,7261780,"BR-376, Sarandi - PR","-23.438404, -51.87618"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:18,23/07/2025 04:18,78,14.16v,10,7264659,"BR-376, Maringá - PR","-23.424437, -51.89985"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:21,23/07/2025 04:21,22,14.02v,10,7266719,"BR-376, Maringá - PR","-23.417465, -51.918083"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:21,23/07/2025 04:21,10,14.02v,10,7266739,"BR-376, Maringá - PR","-23.41748, -51.918247"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:21,23/07/2025 04:21,32,13.99v,10,7266748,"BR-376, Maringá - PR","-23.417591, -51.918037"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:21,23/07/2025 04:21,7,14.27v,10,7266946,"BR-376, Maringá - PR","-23.418192, -51.916527"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:22,23/07/2025 04:22,5,14.23v,10,7266981,"BR-376, Maringá - PR","-23.418255, -51.916576"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:22,23/07/2025 04:22,5,14.33v,10,7266989,"BR-376, Maringá - PR","-23.418247, -51.9165"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:25,23/07/2025 04:25,0,12.89v,10,7267072,"BR-376, Maringá - PR","-23.418467, -51.916527"
TBI9A63,2180169507,IGNICAO_OFF,OFF,23/07/2025 04:26,23/07/2025 04:26,0,12.91v,10,7267072,"BR-376, Maringá - PR","-23.418467, -51.916527"
TBI9A63,2180169507,IGNICAO_ON,ON,23/07/2025 04:28,23/07/2025 04:28,0,12.27v,10,7267072,"BR-376, Maringá - PR","-23.418467, -51.916527"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:28,23/07/2025 04:28,5,12.23v,10,7267122,"BR-376, Maringá - PR","-23.418303, -51.91614"
TBI9A63,2180169507,POSICAO,ON,23/07/2025 04:31,23/07/2025 04:31,50,12.2v,10,7270277,"BR-376, Maringá - PR","-23.43097, -51.888885"
